date,province,regency,commodity,price_type_id,price_type,nominal_price,source_level,responder_name
2021-01-14,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,25000.0,kabupaten,
2021-01-15,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,25000.0,kabupaten,
2021-01-18,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,25000.0,kabupaten,
2021-01-19,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,25000.0,kabupaten,
2021-01-20,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,25000.0,kabupaten,
2021-01-21,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,25000.0,kabupaten,
2021-01-22,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,30000.0,kabupaten,
2021-01-25,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,30000.0,kabupaten,
2021-01-26,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,30000.0,kabupaten,
2021-01-27,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,30000.0,kabupaten,
2021-01-28,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,30000.0,kabupaten,
2021-01-29,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,30000.0,kabupaten,
2021-02-01,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,30000.0,kabupaten,
2021-02-02,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,30000.0,kabupaten,
2021-02-03,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,30000.0,kabupaten,
2021-02-04,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,30000.0,kabupaten,
2021-02-05,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,30000.0,kabupaten,
2021-02-08,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,30000.0,kabupaten,
2021-02-09,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,30000.0,kabupaten,
2021-02-10,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,30000.0,kabupaten,
2021-02-11,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,30000.0,kabupaten,
2021-02-12,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,30000.0,kabupaten,
2021-02-15,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,30000.0,kabupaten,
2021-02-16,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,30000.0,kabupaten,
2021-02-17,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,30000.0,kabupaten,
2021-02-18,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,30000.0,kabupaten,
2021-02-19,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,30000.0,kabupaten,
2021-02-22,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,30000.0,kabupaten,
2021-02-23,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,,kabupaten,
2021-02-24,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,25000.0,kabupaten,
2021-02-25,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,25000.0,kabupaten,
2021-02-26,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,25000.0,kabupaten,
2021-03-01,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,25000.0,kabupaten,
2021-03-02,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,25000.0,kabupaten,
2021-03-03,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,25000.0,kabupaten,
2021-03-04,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,25000.0,kabupaten,
2021-03-05,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,25000.0,kabupaten,
2021-03-08,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,25000.0,kabupaten,
2021-03-09,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,25000.0,kabupaten,
2021-03-10,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,25000.0,kabupaten,
2021-03-11,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,25000.0,kabupaten,
2021-03-12,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,25000.0,kabupaten,
2021-03-15,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,25000.0,kabupaten,
2021-03-16,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,25000.0,kabupaten,
2021-03-17,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,25000.0,kabupaten,
2021-03-18,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,25000.0,kabupaten,
2021-03-19,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,25000.0,kabupaten,
2021-03-22,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,25000.0,kabupaten,
2021-03-23,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,25000.0,kabupaten,
2021-03-24,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,40000.0,kabupaten,
2021-03-25,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,40000.0,kabupaten,
2021-03-26,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,40000.0,kabupaten,
2021-03-29,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,40000.0,kabupaten,
2021-03-30,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,40000.0,kabupaten,
2021-03-31,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,40000.0,kabupaten,
2021-04-01,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,40000.0,kabupaten,
2021-04-02,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,40000.0,kabupaten,
2021-04-05,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,40000.0,kabupaten,
2021-04-06,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,40000.0,kabupaten,
2021-04-07,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,40000.0,kabupaten,
2021-04-08,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,40000.0,kabupaten,
2021-04-09,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,40000.0,kabupaten,
2021-04-12,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,40000.0,kabupaten,
2021-04-13,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,40000.0,kabupaten,
2021-04-14,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,40000.0,kabupaten,
2021-04-15,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,40000.0,kabupaten,
2021-04-16,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,40000.0,kabupaten,
2021-04-19,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,40000.0,kabupaten,
2021-04-20,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,40000.0,kabupaten,
2021-04-21,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,40000.0,kabupaten,
2021-04-22,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,40000.0,kabupaten,
2021-04-23,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,18000.0,kabupaten,
2021-04-26,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,18000.0,kabupaten,
2021-04-27,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,18000.0,kabupaten,
2021-04-28,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,18000.0,kabupaten,
2021-04-29,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,18000.0,kabupaten,
2021-04-30,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,18000.0,kabupaten,
2021-05-03,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,18000.0,kabupaten,
2021-05-04,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,18000.0,kabupaten,
2021-05-05,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,18000.0,kabupaten,
2021-05-06,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,18000.0,kabupaten,
2021-05-07,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,18000.0,kabupaten,
2021-05-10,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,18000.0,kabupaten,
2021-05-11,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,18000.0,kabupaten,
2021-05-12,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,18000.0,kabupaten,
2021-05-13,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,18000.0,kabupaten,
2021-05-14,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,18000.0,kabupaten,
2021-05-17,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,18000.0,kabupaten,
2021-05-18,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,18000.0,kabupaten,
2021-05-19,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,18000.0,kabupaten,
2021-05-20,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,18000.0,kabupaten,
2021-05-21,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,18000.0,kabupaten,
2021-05-24,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,18000.0,kabupaten,
2021-05-25,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,18000.0,kabupaten,
2021-05-26,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,18000.0,kabupaten,
2021-05-27,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,18000.0,kabupaten,
2021-05-28,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,18000.0,kabupaten,
2021-05-31,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,18000.0,kabupaten,
2021-06-01,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,18000.0,kabupaten,
2021-06-02,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,18000.0,kabupaten,
2021-06-03,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,18000.0,kabupaten,
2021-06-04,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,18000.0,kabupaten,
2021-06-07,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,18000.0,kabupaten,
2021-06-08,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,18000.0,kabupaten,
2021-06-09,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,18000.0,kabupaten,
2021-06-10,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,18000.0,kabupaten,
2021-06-11,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,18000.0,kabupaten,
2021-06-14,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,18000.0,kabupaten,
2021-06-15,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,18000.0,kabupaten,
2021-06-16,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,18000.0,kabupaten,
2021-06-17,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,18000.0,kabupaten,
2021-06-18,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,18000.0,kabupaten,
2021-06-21,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,18000.0,kabupaten,
2021-06-22,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,18000.0,kabupaten,
2021-06-23,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,18000.0,kabupaten,
2021-06-24,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,7000.0,kabupaten,
2021-06-25,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,7000.0,kabupaten,
2021-06-28,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,7000.0,kabupaten,
2021-06-29,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,7000.0,kabupaten,
2021-06-30,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,7000.0,kabupaten,
2021-07-01,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,7000.0,kabupaten,
2021-07-02,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,7000.0,kabupaten,
2021-07-05,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,7000.0,kabupaten,
2021-07-06,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,7000.0,kabupaten,
2021-07-07,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,7000.0,kabupaten,
2021-07-08,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,7000.0,kabupaten,
2021-07-09,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,7000.0,kabupaten,
2021-07-12,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,7000.0,kabupaten,
2021-07-13,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,7000.0,kabupaten,
2021-07-14,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,7000.0,kabupaten,
2021-07-15,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,7000.0,kabupaten,
2021-07-16,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,7000.0,kabupaten,
2021-07-19,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,7000.0,kabupaten,
2021-07-20,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,7000.0,kabupaten,
2021-07-21,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,7000.0,kabupaten,
2021-07-22,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,7000.0,kabupaten,
2021-07-23,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,25000.0,kabupaten,
2021-07-26,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,25000.0,kabupaten,
2021-07-27,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,25000.0,kabupaten,
2021-07-28,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,25000.0,kabupaten,
2021-07-29,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,25000.0,kabupaten,
2021-07-30,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,25000.0,kabupaten,
2021-08-02,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,25000.0,kabupaten,
2021-08-03,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,25000.0,kabupaten,
2021-08-04,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,25000.0,kabupaten,
2021-08-05,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,25000.0,kabupaten,
2021-08-06,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,25000.0,kabupaten,
2021-08-09,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,25000.0,kabupaten,
2021-08-10,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,25000.0,kabupaten,
2021-08-11,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,25000.0,kabupaten,
2021-08-12,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,25000.0,kabupaten,
2021-08-13,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,25000.0,kabupaten,
2021-08-16,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,25000.0,kabupaten,
2021-08-17,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,25000.0,kabupaten,
2021-08-18,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,25000.0,kabupaten,
2021-08-19,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,25000.0,kabupaten,
2021-08-20,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,25000.0,kabupaten,
2021-08-23,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,25000.0,kabupaten,
2021-08-24,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,25000.0,kabupaten,
2021-08-25,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,25000.0,kabupaten,
2021-08-26,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,25000.0,kabupaten,
2021-08-27,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,25000.0,kabupaten,
2021-08-30,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,25000.0,kabupaten,
2021-08-31,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,25000.0,kabupaten,
2021-09-01,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,25000.0,kabupaten,
2021-09-02,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,25000.0,kabupaten,
2021-09-03,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,25000.0,kabupaten,
2021-09-06,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,25000.0,kabupaten,
2021-09-07,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,25000.0,kabupaten,
2021-09-08,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,25000.0,kabupaten,
2021-09-09,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,25000.0,kabupaten,
2021-09-10,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,25000.0,kabupaten,
2021-09-13,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,25000.0,kabupaten,
2021-09-14,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,25000.0,kabupaten,
2021-09-15,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,25000.0,kabupaten,
2021-09-16,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,25000.0,kabupaten,
2021-09-17,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,25000.0,kabupaten,
2021-09-20,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,25000.0,kabupaten,
2021-09-21,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,25000.0,kabupaten,
2021-09-22,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,25000.0,kabupaten,
2021-09-23,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,25000.0,kabupaten,
2021-09-24,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,20000.0,kabupaten,
2021-09-27,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,20000.0,kabupaten,
2021-09-28,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,20000.0,kabupaten,
2021-09-29,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,20000.0,kabupaten,
2021-09-30,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,20000.0,kabupaten,
2021-10-01,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,20000.0,kabupaten,
2021-10-04,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,20000.0,kabupaten,
2021-10-05,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,20000.0,kabupaten,
2021-10-06,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,20000.0,kabupaten,
2021-10-07,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,20000.0,kabupaten,
2021-10-08,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,20000.0,kabupaten,
2021-10-11,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,20000.0,kabupaten,
2021-10-12,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,20000.0,kabupaten,
2021-10-13,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,20000.0,kabupaten,
2021-10-14,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,20000.0,kabupaten,
2021-10-15,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,20000.0,kabupaten,
2021-10-18,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,20000.0,kabupaten,
2021-10-19,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,20000.0,kabupaten,
2021-10-20,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,20000.0,kabupaten,
2021-10-21,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,20000.0,kabupaten,
2021-10-22,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,20000.0,kabupaten,
2021-10-25,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,22000.0,kabupaten,
2021-10-26,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,22000.0,kabupaten,
2021-10-27,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,22000.0,kabupaten,
2021-10-28,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,22000.0,kabupaten,
2021-10-29,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,22000.0,kabupaten,
2021-11-01,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,22000.0,kabupaten,
2021-11-02,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,22000.0,kabupaten,
2021-11-03,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,22000.0,kabupaten,
2021-11-04,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,22000.0,kabupaten,
2021-11-05,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,22000.0,kabupaten,
2021-11-08,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,22000.0,kabupaten,
2021-11-09,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,22000.0,kabupaten,
2021-11-10,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,22000.0,kabupaten,
2021-11-11,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,22000.0,kabupaten,
2021-11-12,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,22000.0,kabupaten,
2021-11-15,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,22000.0,kabupaten,
2021-11-16,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,22000.0,kabupaten,
2021-11-17,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,22000.0,kabupaten,
2021-11-18,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,22000.0,kabupaten,
2021-11-19,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,22000.0,kabupaten,
2021-11-22,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,22000.0,kabupaten,
2021-11-23,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,22000.0,kabupaten,
2021-11-24,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,38000.0,kabupaten,
2021-11-25,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,38000.0,kabupaten,
2021-11-26,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,38000.0,kabupaten,
2021-11-29,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,38000.0,kabupaten,
2021-11-30,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,38000.0,kabupaten,
2021-12-01,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,38000.0,kabupaten,
2021-12-02,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,38000.0,kabupaten,
2021-12-03,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,38000.0,kabupaten,
2021-12-06,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,38000.0,kabupaten,
2021-12-07,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,38000.0,kabupaten,
2021-12-08,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,38000.0,kabupaten,
2021-12-09,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,38000.0,kabupaten,
2021-12-10,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,38000.0,kabupaten,
2021-12-13,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,38000.0,kabupaten,
2021-12-14,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,38000.0,kabupaten,
2021-12-15,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,38000.0,kabupaten,
2021-12-16,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,38000.0,kabupaten,
2021-12-17,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,38000.0,kabupaten,
2021-12-20,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,38000.0,kabupaten,
2021-12-21,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,38000.0,kabupaten,
2021-12-22,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,38000.0,kabupaten,
2021-12-23,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,38000.0,kabupaten,
2021-12-24,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,38000.0,kabupaten,
2021-12-27,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,25000.0,kabupaten,
2021-12-28,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,25000.0,kabupaten,
2021-12-29,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,25000.0,kabupaten,
2021-12-30,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,25000.0,kabupaten,
2021-12-31,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,25000.0,kabupaten,
2022-01-03,Jawa Barat,Kab. Sumedang,Cabai Merah Besar,4,Produsen,25000.0,kabupaten,
