date,province,regency,market,commodity,price_type_id,price_type,nominal_price
2024-05-02,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,29350.0
2024-05-03,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,29350.0
2024-05-06,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,29350.0
2024-05-07,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,29350.0
2024-05-08,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,29350.0
2024-05-09,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,29350.0
2024-05-10,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,29350.0
2024-05-13,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,29350.0
2024-05-14,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,29350.0
2024-05-15,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,29350.0
2024-05-16,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,29350.0
2024-05-17,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,29350.0
2024-05-20,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,29350.0
2024-05-21,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,29350.0
2024-05-22,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,29350.0
2024-05-23,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,29350.0
2024-05-24,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,29350.0
2024-05-27,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,35650.0
2024-05-28,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,35650.0
2024-05-29,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,35650.0
2024-05-30,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,35650.0
2024-05-31,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,35650.0
2024-06-03,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,35650.0
2024-06-04,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,35650.0
2024-06-05,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,35650.0
2024-06-06,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,35650.0
2024-06-07,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,35650.0
2024-06-10,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,35650.0
2024-06-11,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,35650.0
2024-06-12,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,35650.0
2024-06-13,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,35650.0
2024-06-14,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,35650.0
2024-06-17,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,35650.0
2024-06-18,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,35650.0
2024-06-19,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,35650.0
2024-06-20,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,35650.0
2024-06-21,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,35650.0
2024-06-24,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,35650.0
2024-06-25,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,34650.0
2024-06-26,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,34650.0
2024-06-27,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,34650.0
2024-06-28,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,34650.0
2024-07-01,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,34650.0
2024-07-02,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,34650.0
2024-07-03,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,34650.0
2024-07-04,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,34650.0
2024-07-05,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,34650.0
2024-07-08,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,34650.0
2024-07-09,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,34650.0
2024-07-10,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,34650.0
2024-07-11,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,34650.0
2024-07-12,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,34650.0
2024-07-15,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,34650.0
2024-07-16,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,34650.0
2024-07-17,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,34650.0
2024-07-18,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,34650.0
2024-07-19,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,34650.0
2024-07-22,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,34650.0
2024-07-23,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,34650.0
2024-07-24,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,34650.0
2024-07-25,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,29350.0
2024-07-26,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,29350.0
2024-07-29,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,29350.0
2024-07-30,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,29350.0
2024-07-31,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,29350.0
2024-08-01,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,29350.0
2024-08-02,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,29350.0
2024-08-05,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,29350.0
2024-08-06,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,29350.0
2024-08-07,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,29350.0
2024-08-08,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,29350.0
2024-08-09,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,29350.0
2024-08-12,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,29350.0
2024-08-13,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,29350.0
2024-08-14,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,29350.0
2024-08-15,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,29350.0
2024-08-16,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,29350.0
2024-08-19,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,29350.0
2024-08-20,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,29350.0
2024-08-21,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,29350.0
2024-08-22,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,29350.0
2024-08-23,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,29350.0
2024-08-26,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,29350.0
2024-08-27,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,29350.0
2024-08-28,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,29350.0
2024-08-29,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,29350.0
2024-08-30,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,29350.0
2024-09-02,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,29350.0
2024-09-03,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,29350.0
2024-09-04,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,29350.0
2024-09-05,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,29350.0
2024-09-06,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,29350.0
2024-09-09,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,29350.0
2024-09-10,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,29350.0
2024-09-11,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,29350.0
2024-09-12,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,29350.0
2024-09-13,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,29350.0
2024-09-16,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,29350.0
2024-09-17,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,29350.0
2024-09-18,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,29350.0
2024-09-19,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,29350.0
2024-09-20,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,29350.0
2024-09-23,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,29350.0
2024-09-24,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,29350.0
2024-09-25,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,24650.0
2024-09-26,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,24650.0
2024-09-27,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,24650.0
2024-09-30,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,24650.0
2024-10-01,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,24650.0
2024-10-02,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,24650.0
2024-10-03,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,24650.0
2024-10-04,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,24650.0
2024-10-07,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,24650.0
2024-10-08,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,24650.0
2024-10-09,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,24650.0
2024-10-10,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,24650.0
2024-10-11,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,24650.0
2024-10-14,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,24650.0
2024-10-15,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,24650.0
2024-10-16,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,24650.0
2024-10-17,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,24650.0
2024-10-18,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,24650.0
2024-10-21,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,24650.0
2024-10-22,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,24650.0
2024-10-23,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,24650.0
2024-10-24,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,24650.0
2024-10-25,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,21850.0
2024-10-28,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,21850.0
2024-10-29,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,21850.0
2024-10-30,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,21850.0
2024-10-31,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,21850.0
2024-11-01,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,21850.0
2024-11-04,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,21850.0
2024-11-05,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,21850.0
2024-11-06,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,21850.0
2024-11-07,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,21850.0
2024-11-08,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,21850.0
2024-11-11,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,21850.0
2024-11-12,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,21850.0
2024-11-13,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,21850.0
2024-11-14,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,21850.0
2024-11-15,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,21850.0
2024-11-18,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,21850.0
2024-11-19,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,21850.0
2024-11-20,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,21850.0
2024-11-21,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,21850.0
2024-11-22,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,21850.0
2024-11-25,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,22650.0
2024-11-26,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,22650.0
2024-11-27,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,22650.0
2024-11-28,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,22650.0
2024-11-29,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,22650.0
2024-12-02,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,22650.0
2024-12-03,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,22650.0
2024-12-04,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,22650.0
2024-12-05,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,22650.0
2024-12-06,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,22650.0
2024-12-09,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,22650.0
2024-12-10,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,22650.0
2024-12-11,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,22650.0
2024-12-12,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,22650.0
2024-12-13,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,22650.0
2024-12-16,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,22650.0
2024-12-17,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,22650.0
2024-12-18,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,22650.0
2024-12-19,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,22650.0
2024-12-20,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,22650.0
2024-12-23,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,22650.0
2024-12-24,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,22650.0
2024-12-25,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,37000.0
2024-12-26,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,37000.0
2024-12-27,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,37000.0
2024-12-30,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,37000.0
2024-12-31,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,37000.0
2025-01-01,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,37000.0
2025-01-02,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,37000.0
2025-01-03,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,37000.0
2025-01-06,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,37000.0
2025-01-07,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,37000.0
2025-01-08,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,37000.0
2025-01-09,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,37000.0
2025-01-10,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,37000.0
2025-01-13,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,37000.0
2025-01-14,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,37000.0
2025-01-15,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,37000.0
2025-01-16,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,37000.0
2025-01-17,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,37000.0
2025-01-20,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,37000.0
2025-01-21,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,37000.0
2025-01-22,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,37000.0
2025-01-23,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,37000.0
2025-01-24,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,39350.0
2025-01-27,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,39350.0
2025-01-28,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,39350.0
2025-01-29,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,39350.0
2025-01-30,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,39350.0
2025-01-31,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,39350.0
2025-02-03,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,39350.0
2025-02-04,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,39350.0
2025-02-05,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,39350.0
2025-02-06,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,39350.0
2025-02-07,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,39350.0
2025-02-10,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,39350.0
2025-02-11,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,39350.0
2025-02-12,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,39350.0
2025-02-13,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,39350.0
2025-02-14,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,39350.0
2025-02-17,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,39350.0
2025-02-18,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,39350.0
2025-02-19,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,39350.0
2025-02-20,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,39350.0
2025-02-21,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,39350.0
2025-02-24,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,39350.0
2025-02-25,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,35000.0
2025-02-26,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,35000.0
2025-02-27,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,35000.0
2025-02-28,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,35000.0
2025-03-03,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,35000.0
2025-03-04,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,35000.0
2025-03-05,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,35000.0
2025-03-06,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,35000.0
2025-03-07,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,35000.0
2025-03-10,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,35000.0
2025-03-11,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,35000.0
2025-03-12,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,35000.0
2025-03-13,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,35000.0
2025-03-14,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,35000.0
2025-03-17,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,35000.0
2025-03-18,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,35000.0
2025-03-19,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,35000.0
2025-03-20,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,35000.0
2025-03-21,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,35000.0
2025-03-24,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,35000.0
2025-03-25,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,36350.0
2025-03-26,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,36350.0
2025-03-27,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,36350.0
2025-03-28,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,36350.0
2025-03-31,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,36350.0
2025-04-01,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,36350.0
2025-04-02,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,36350.0
2025-04-03,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,36350.0
2025-04-04,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,36350.0
2025-04-07,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,36350.0
2025-04-08,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,36350.0
2025-04-09,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,36350.0
2025-04-10,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,36350.0
2025-04-11,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,36350.0
2025-04-14,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,36350.0
2025-04-15,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,36350.0
2025-04-16,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,36350.0
2025-04-17,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,36350.0
2025-04-18,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,36350.0
2025-04-21,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,36350.0
2025-04-22,DI Yogyakarta,Semua Kota,Semua Pasar,Cabai Merah Besar,4,Produsen,36350.0
